CHR_promoter	startPOS_promoter	endPOS_promoter	source_promoter	CHR_mir	startPOS_mir	endPOS_mir	kind_mir	score_mir	strand_mir	annotation_mir
chr15	75645666	75646051	Chesi, A. et al.	chr15	75645952	75646026	miRNA_primary_transcript	1	-	ID=MI0003645;Alias=MI0003645;Name=hsa-mir-631
chr15	76052056	76054656	miRBase_v22_upstream_2k5	chr15	76054556	76054656	miRNA_primary_transcript	1	-	ID=MI0015843;Alias=MI0015843;Name=hsa-mir-4313
chr15	79501299	79502393	Chesi, A. et al.	chr15	79502130	79502213	miRNA_primary_transcript	1	+	ID=MI0000481;Alias=MI0000481;Name=hsa-mir-184
chr15	80873425	80873997	Chesi, A. et al.	chr15	80873444	80873580	miRNA_primary_transcript	1	+	ID=MI0019117;Alias=MI0019117;Name=hsa-mir-5572
chr15	81134160	81134848	Chesi, A. et al.	chr15	81134319	81134414	miRNA_primary_transcript	1	-	ID=MI0003679;Alias=MI0003679;Name=hsa-mir-549a
chr15	81290152	81290383	Chesi, A. et al.	chr15	81289758	81289814	miRNA_primary_transcript	1	-	ID=MI0016880;Alias=MI0016880;Name=hsa-mir-4514
chr15	83735546	83736296	Chesi, A. et al.	chr15	83736087	83736167	miRNA_primary_transcript	1	+	ID=MI0016881;Alias=MI0016881;Name=hsa-mir-4515
chr15	85921327	85923893	miRBase_v22_upstream_2k5	chr15	85923827	85923893	miRNA_primary_transcript	1	+	ID=MI0025242;Alias=MI0025242;Name=hsa-mir-7706
chr15	86313576	86313907	Chesi, A. et al.	chr15	86313727	86313809	miRNA_primary_transcript	1	-	ID=MI0006416;Alias=MI0006416;Name=hsa-mir-1276
chr1	84378362	84379819	Chesi, A. et al.	chr15	86368866	86368961	miRNA_primary_transcript	1	+	ID=MI0017875;Alias=MI0017875;Name=hsa-mir-548ap
chr15	88486937	88489499	miRBase_v22_upstream_2k5	chr15	88489437	88489499	miRNA_primary_transcript	1	-	ID=MI0035972;Alias=MI0035972;Name=hsa-mir-11181
chr15	89151216	89151511	Chesi, A. et al.	chr15	89151338	89151428	miRNA_primary_transcript	1	+	ID=MI0006272;Alias=MI0006272;Name=hsa-mir-1179
chr15	89154602	89155777	Chesi, A. et al.	chr15	89155056	89155165	miRNA_primary_transcript	1	+	ID=MI0000264;Alias=MI0000264;Name=hsa-mir-7-2
chr15	89154602	89155777	Chesi, A. et al.	chr15	89155078	89155155	miRNA_primary_transcript	1	-	ID=MI0017351;Alias=MI0017351;Name=hsa-mir-3529
chr15	89870020	89870148	Chesi, A. et al.	chr15	89869970	89870041	miRNA_primary_transcript	1	-	ID=MI0022611;Alias=MI0022611;Name=hsa-mir-6766
chr15	89911161	89911915	Chesi, A. et al.	chr15	89911248	89911337	miRNA_primary_transcript	1	+	ID=MI0000468;Alias=MI0000468;Name=hsa-mir-9-3
chr15	90393555	90394012	Chesi, A. et al.	chr15	90393869	90393953	miRNA_primary_transcript	1	-	ID=MI0017983;Alias=MI0017983;Name=hsa-mir-5094
chr15	90424663	90427262	miRBase_v22_upstream_2k5	chr15	90427163	90427262	miRNA_primary_transcript	1	-	ID=MI0017877;Alias=MI0017877;Name=hsa-mir-5009
chr15	90549471	90550042	Chesi, A. et al.	chr15	90549987	90550073	miRNA_primary_transcript	1	+	ID=MI0014208;Alias=MI0014208;Name=hsa-mir-3174
chr15	93446101	93449465	Chesi, A. et al.	chr15	93447629	93447705	miRNA_primary_transcript	1	+	ID=MI0014209;Alias=MI0014209;Name=hsa-mir-3175
chr15	96874906	96877369	Chesi, A. et al.	chr15	96876490	96876536	miRNA_primary_transcript	1	+	ID=MI0007074;Alias=MI0007074;Name=hsa-mir-1469
chr15	99326053	99328993	Chesi, A. et al.	chr15	99327655	99327731	miRNA_primary_transcript	1	+	ID=MI0017348;Alias=MI0017348;Name=hsa-mir-4714
chr15	102498162	102500799	miRBase_v22_upstream_2k5	chr15	102500662	102500799	miRNA_primary_transcript	1	-	ID=MI0015979;Alias=MI0015979;Name=hsa-mir-1302-10
chr15	102511227	102513794	miRBase_v22_upstream_2k5	chr15	102513727	102513794	miRNA_primary_transcript	1	+	ID=MI0026421;Alias=MI0026421;Name=hsa-mir-6859-3
chr16	64552	67119	miRBase_v22_upstream_2k5	chr16	67052	67119	miRNA_primary_transcript	1	-	ID=MI0031521;Alias=MI0031521;Name=hsa-mir-6859-4
chr16	583640	585361	Chesi, A. et al.	chr16	585316	585368	miRNA_primary_transcript	1	+	ID=MI0019144;Alias=MI0019144;Name=hsa-mir-5587
chr16	593103	593324	Chesi, A. et al.	chr16	593277	593366	miRNA_primary_transcript	1	+	ID=MI0014210;Alias=MI0014210;Name=hsa-mir-3176
chr16	818769	821169	Chesi, A. et al.	chr16	820183	820277	miRNA_primary_transcript	1	+	ID=MI0003670;Alias=MI0003670;Name=hsa-mir-662
chr16	1784168	1790310	Chesi, A. et al.	chr16	1784986	1785067	miRNA_primary_transcript	1	+	ID=MI0014211;Alias=MI0014211;Name=hsa-mir-3177
chr16	2139866	2142054	Chesi, A. et al.	chr16	2140196	2140285	miRNA_primary_transcript	1	-	ID=MI0006311;Alias=MI0006311;Name=hsa-mir-1225
chr16	2154170	2156754	miRBase_v22_upstream_2k5	chr16	2156670	2156754	miRNA_primary_transcript	1	-	ID=MI0022552;Alias=MI0022552;Name=hsa-mir-6511b-1
chr16	2180620	2183205	miRBase_v22_upstream_2k5	chr16	2183120	2183205	miRNA_primary_transcript	1	+	ID=MI0016882;Alias=MI0016882;Name=hsa-mir-4516
chr16	2183478	2186130	miRBase_v22_upstream_2k5	chr16	2185978	2186130	miRNA_primary_transcript	1	-	ID=MI0016409;Alias=MI0016409;Name=hsa-mir-3180-5
chr16	2320516	2321977	Chesi, A. et al.	chr16	2320714	2320773	miRNA_primary_transcript	1	+	ID=MI0016078;Alias=MI0016078;Name=hsa-mir-3677
chr16	2320516	2321977	Chesi, A. et al.	chr16	2321748	2321841	miRNA_primary_transcript	1	+	ID=MI0005762;Alias=MI0005762;Name=hsa-mir-940
chr16	2324212	2324964	Chesi, A. et al.	chr16	2324621	2324692	miRNA_primary_transcript	1	+	ID=MI0017352;Alias=MI0017352;Name=hsa-mir-4717
chr16	2494867	2495467	Chesi, A. et al.	chr16	2495393	2495458	miRNA_primary_transcript	1	+	ID=MI0022612;Alias=MI0022612;Name=hsa-mir-6767
chr16	2513403	2514214	Chesi, A. et al.	chr16	2513968	2514039	miRNA_primary_transcript	1	+	ID=MI0022613;Alias=MI0022613;Name=hsa-mir-6768
chr16	2581980	2582120	Chesi, A. et al.	chr16	2581923	2582006	miRNA_primary_transcript	1	-	ID=MI0014212;Alias=MI0014212;Name=hsa-mir-3178
chr16	3535275	3536756	Chesi, A. et al.	chr16	3535381	3535469	miRNA_primary_transcript	1	-	ID=MI0021260;Alias=MI0021260;Name=hsa-mir-6126
chr16	4721006	4721420	Chesi, A. et al.	chr16	4721319	4721391	miRNA_primary_transcript	1	+	ID=MI0022614;Alias=MI0022614;Name=hsa-mir-6769a
chr16	5682004	5683002	Chesi, A. et al.	chr16	5682468	5682567	miRNA_primary_transcript	1	+	ID=MI0025901;Alias=MI0025901;Name=hsa-mir-8065
chr16	11397797	11400384	miRBase_v22_upstream_2k5	chr16	11400297	11400384	miRNA_primary_transcript	1	-	ID=MI0006412;Alias=MI0006412;Name=hsa-mir-548h-2
chr16	12813990	12814572	Chesi, A. et al.	chr16	12814178	12814228	miRNA_primary_transcript	1	+	ID=MI0017353;Alias=MI0017353;Name=hsa-mir-4718
chr16	14397723	14398498	Chesi, A. et al.	chr16	14397824	14397906	miRNA_primary_transcript	1	+	ID=MI0003137;Alias=MI0003137;Name=hsa-mir-193b
chr16	14402918	14403455	Chesi, A. et al.	chr16	14403142	14403228	miRNA_primary_transcript	1	+	ID=MI0000767;Alias=MI0000767;Name=hsa-mir-365a
chr16	14992865	14995448	miRBase_v22_upstream_2k5	chr16	14995365	14995448	miRNA_primary_transcript	1	+	ID=MI0014213;Alias=MI0014213;Name=hsa-mir-3179-1
chr16	14999074	15001638	miRBase_v22_upstream_2k5	chr16	15001574	15001638	miRNA_primary_transcript	1	+	ID=MI0016071;Alias=MI0016071;Name=hsa-mir-3670-1
chr16	15002577	15005170	miRBase_v22_upstream_2k5	chr16	15005077	15005170	miRNA_primary_transcript	1	+	ID=MI0014214;Alias=MI0014214;Name=hsa-mir-3180-1
chr16	15017294	15019860	miRBase_v22_upstream_2k5	chr16	15019794	15019860	miRNA_primary_transcript	1	+	ID=MI0022223;Alias=MI0022223;Name=hsa-mir-6511a-1
chr16	15022177	15024736	miRBase_v22_upstream_2k5	chr16	15024677	15024736	miRNA_primary_transcript	1	+	ID=MI0022615;Alias=MI0022615;Name=hsa-mir-6770-1
chr16	15101678	15104254	miRBase_v22_upstream_2k5	chr16	15104178	15104254	miRNA_primary_transcript	1	-	ID=MI0009982;Alias=MI0009982;Name=hsa-mir-1972-1
chr16	15348564	15351145	miRGen_v3_TSS_2k5	chr16	15227932	15228002	miRNA_primary_transcript	1	-	ID=MI0023431;Alias=MI0023431;Name=hsa-mir-6511b-2
chr16	15348564	15351145	miRGen_v3_TSS_2k5	chr16	15248707	15248859	miRNA_primary_transcript	1	-	ID=MI0016408;Alias=MI0016408;Name=hsa-mir-3180-4
chr16	15704226	15705091	Chesi, A. et al.	chr16	15704887	15704952	miRNA_primary_transcript	1	-	ID=MI0022218;Alias=MI0022218;Name=hsa-mir-6506
chr16	15735914	15738232	Chesi, A. et al.	chr16	15737151	15737229	miRNA_primary_transcript	1	+	ID=MI0002468;Alias=MI0002468;Name=hsa-mir-484
chr16	16391516	16394099	miRBase_v22_upstream_2k5	chr16	16394016	16394099	miRNA_primary_transcript	1	+	ID=MI0014216;Alias=MI0014216;Name=hsa-mir-3179-2
chr16	16397727	16400291	miRBase_v22_upstream_2k5	chr16	16400227	16400291	miRNA_primary_transcript	1	+	ID=MI0019112;Alias=MI0019112;Name=hsa-mir-3670-2
chr16	16401236	16403823	miRBase_v22_upstream_2k5	chr16	16403736	16403823	miRNA_primary_transcript	1	+	ID=MI0014215;Alias=MI0014215;Name=hsa-mir-3180-2
chr16	16415945	16418511	miRBase_v22_upstream_2k5	chr16	16418445	16418511	miRNA_primary_transcript	1	+	ID=MI0023564;Alias=MI0023564;Name=hsa-mir-6511a-2
chr16	16420662	16423221	miRBase_v22_upstream_2k5	chr16	16423162	16423221	miRNA_primary_transcript	1	+	ID=MI0026418;Alias=MI0026418;Name=hsa-mir-6770-2
chr16	16460233	16462799	miRBase_v22_upstream_2k5	chr16	16462733	16462799	miRNA_primary_transcript	1	+	ID=MI0023565;Alias=MI0023565;Name=hsa-mir-6511a-3
chr16	18435370	18437936	miRBase_v22_upstream_2k5	chr16	18437870	18437936	miRNA_primary_transcript	1	-	ID=MI0023566;Alias=MI0023566;Name=hsa-mir-6511a-4
chr16	18470708	18473267	miRBase_v22_upstream_2k5	chr16	18473208	18473267	miRNA_primary_transcript	1	-	ID=MI0026419;Alias=MI0026419;Name=hsa-mir-6770-3
chr16	18493535	18496128	miRBase_v22_upstream_2k5	chr16	18496035	18496128	miRNA_primary_transcript	1	-	ID=MI0014217;Alias=MI0014217;Name=hsa-mir-3180-3
chr16	18497055	18499619	miRBase_v22_upstream_2k5	chr16	18499555	18499619	miRNA_primary_transcript	1	-	ID=MI0031513;Alias=MI0031513;Name=hsa-mir-3670-3
chr16	18503251	18505834	miRBase_v22_upstream_2k5	chr16	18505751	18505834	miRNA_primary_transcript	1	-	ID=MI0014221;Alias=MI0014221;Name=hsa-mir-3179-3
chr16	14999073	15001637	miRBase_v22_upstream_2k5	chr16	15001573	15001637	miRNA_primary_transcript	1	+	ID=MI0031514;Alias=MI0031514;Name=hsa-mir-3670-4
chr16	14992864	14995447	miRBase_v22_upstream_2k5	chr16	14995364	14995447	miRNA_primary_transcript	1	+	ID=MI0031510;Alias=MI0031510;Name=hsa-mir-3179-4
chr16	21529249	21531830	miRGen_v3_TSS_2k5	chr16	21517370	21517456	miRNA_primary_transcript	1	-	ID=MI0016081;Alias=MI0016081;Name=hsa-mir-3680-1
chr4	39104929	39105615	Chesi, A. et al.	chr16	24214437	24214552	miRNA_primary_transcript	1	+	ID=MI0025512;Alias=MI0025512;Name=hsa-mir-1273h
chr17	60798573	60799083	Chesi, A. et al.	chr16	26036558	26036631	miRNA_primary_transcript	1	+	ID=MI0014222;Alias=MI0014222;Name=hsa-mir-548w
chr16	28399803	28402372	miRBase_v22_upstream_2k5	chr16	28402303	28402372	miRNA_primary_transcript	1	-	ID=MI0022709;Alias=MI0022709;Name=hsa-mir-6862-1
chr16	28733073	28735642	miRBase_v22_upstream_2k5	chr16	28735573	28735642	miRNA_primary_transcript	1	+	ID=MI0026415;Alias=MI0026415;Name=hsa-mir-6862-2
chr16	28854487	28855489	Chesi, A. et al.	chr16	28855240	28855328	miRNA_primary_transcript	1	-	ID=MI0017356;Alias=MI0017356;Name=hsa-mir-4721
chr16	28969546	28970099	Chesi, A. et al.	chr16	28969904	28969982	miRNA_primary_transcript	1	+	ID=MI0016883;Alias=MI0016883;Name=hsa-mir-4517
chr16	29622562	29625143	miRGen_v3_TSS_2k5	chr16	29610500	29610586	miRNA_primary_transcript	1	-	ID=MI0019113;Alias=MI0019113;Name=hsa-mir-3680-2
chr16	30514373	30514665	Chesi, A. et al.	chr16	30515240	30515322	miRNA_primary_transcript	1	+	ID=MI0016884;Alias=MI0016884;Name=hsa-mir-4518
chr16	30886500	30886942	Chesi, A. et al.	chr16	30886587	30886644	miRNA_primary_transcript	1	-	ID=MI0016885;Alias=MI0016885;Name=hsa-mir-4519
chr16	30905043	30906050	Chesi, A. et al.	chr16	30905224	30905306	miRNA_primary_transcript	1	+	ID=MI0003892;Alias=MI0003892;Name=hsa-mir-762
chr16	33963545	33966140	miRBase_v22_upstream_2k5	chr16	33966045	33966140	miRNA_primary_transcript	1	+	ID=MI0031829;Alias=MI0031829;Name=hsa-mir-9901
chr16	50325431	50326699	Chesi, A. et al.	chr16	50326527	50326586	miRNA_primary_transcript	1	+	ID=MI0022616;Alias=MI0022616;Name=hsa-mir-6771
chr16	50776168	50776582	Chesi, A. et al.	chr16	50776216	50776288	miRNA_primary_transcript	1	+	ID=MI0014223;Alias=MI0014223;Name=hsa-mir-3181
chr16	56279138	56279874	Chesi, A. et al.	chr16	56279432	56279535	miRNA_primary_transcript	1	+	ID=MI0016591;Alias=MI0016591;Name=hsa-mir-3935
chr16	56892032	56892622	Chesi, A. et al.	chr16	56892430	56892513	miRNA_primary_transcript	1	+	ID=MI0000455;Alias=MI0000455;Name=hsa-mir-138-2
chr16	56938014	56939027	Chesi, A. et al.	chr16	56938176	56938265	miRNA_primary_transcript	1	+	ID=MI0022710;Alias=MI0022710;Name=hsa-mir-6863
chr16	57806141	57806640	Chesi, A. et al.	chr16	57806201	57806264	miRNA_primary_transcript	1	-	ID=MI0022617;Alias=MI0022617;Name=hsa-mir-6772
chr16	67235610	67236481	Chesi, A. et al.	chr16	67236224	67236298	miRNA_primary_transcript	1	-	ID=MI0000804;Alias=MI0000804;Name=hsa-mir-328
chr16	68266877	68269275	Chesi, A. et al.	chr16	68267329	68267402	miRNA_primary_transcript	1	-	ID=MI0022618;Alias=MI0022618;Name=hsa-mir-6773
chr16	69599256	69600429	Chesi, A. et al.	chr16	69599711	69599771	miRNA_primary_transcript	1	-	ID=MI0007259;Alias=MI0007259;Name=hsa-mir-1538
chr16	69966576	69967373	Chesi, A. et al.	chr16	69966984	69967083	miRNA_primary_transcript	1	+	ID=MI0000456;Alias=MI0000456;Name=hsa-mir-140
chr16	70061749	70064325	miRBase_v22_upstream_2k5	chr16	70064249	70064325	miRNA_primary_transcript	1	+	ID=MI0015977;Alias=MI0015977;Name=hsa-mir-1972-2
chr16	76901530	76904042	Chesi, A. et al.	chr16	76902833	76902916	miRNA_primary_transcript	1	+	ID=MI0017354;Alias=MI0017354;Name=hsa-mir-4719
chr16	81418519	81419457	Chesi, A. et al.	chr16	81418623	81418698	miRNA_primary_transcript	1	+	ID=MI0017355;Alias=MI0017355;Name=hsa-mir-4720
chr16	81567422	81568618	Chesi, A. et al.	chr16	81567507	81567571	miRNA_primary_transcript	1	+	ID=MI0025524;Alias=MI0025524;Name=hsa-mir-7854
chr16	81644946	81645078	Chesi, A. et al.	chr16	81644953	81645013	miRNA_primary_transcript	1	+	ID=MI0022216;Alias=MI0022216;Name=hsa-mir-6504
chr16	82722287	82722563	Chesi, A. et al.	chr16	82722536	82722624	miRNA_primary_transcript	1	+	ID=MI0025894;Alias=MI0025894;Name=hsa-mir-8058
chr16	83541587	83541999	Chesi, A. et al.	chr16	83541951	83542013	miRNA_primary_transcript	1	+	ID=MI0014224;Alias=MI0014224;Name=hsa-mir-3182
chr16	85238902	85241501	miRBase_v22_upstream_2k5	chr16	85241402	85241501	miRNA_primary_transcript	1	+	ID=MI0039730;Alias=MI0039730;Name=hsa-mir-12128
chr16	85340257	85340950	Chesi, A. et al.	chr16	85339832	85339931	miRNA_primary_transcript	1	-	ID=MI0017982;Alias=MI0017982;Name=hsa-mir-5093
chr16	85774871	85775754	Chesi, A. et al.	chr16	85775227	85775306	miRNA_primary_transcript	1	-	ID=MI0008331;Alias=MI0008331;Name=hsa-mir-1910
chr16	85949188	85952038	Chesi, A. et al.	chr16	85951953	85952022	miRNA_primary_transcript	1	+	ID=MI0022619;Alias=MI0022619;Name=hsa-mir-6774
chr16	87868146	87868324	Chesi, A. et al.	chr16	87868198	87868266	miRNA_primary_transcript	1	-	ID=MI0022620;Alias=MI0022620;Name=hsa-mir-6775
chr16	87885002	87887570	miRBase_v22_upstream_2k5	chr16	87887502	87887570	miRNA_primary_transcript	1	+	ID=MI0036560;Alias=MI0036560;Name=hsa-mir-11401
chr16	88534702	88536188	Chesi, A. et al.	chr16	88535326	88535439	miRNA_primary_transcript	1	+	ID=MI0018168;Alias=MI0018168;Name=hsa-mir-5189
chr16	88782544	88783580	Chesi, A. et al.	chr16	88782686	88782745	miRNA_primary_transcript	1	-	ID=MI0017357;Alias=MI0017357;Name=hsa-mir-4722
chr17	923216	925799	miRBase_v22_upstream_2k5	chr17	925716	925799	miRNA_primary_transcript	1	-	ID=MI0014225;Alias=MI0014225;Name=hsa-mir-3183
chr17	1616336	1617336	Chesi, A. et al.	chr17	1617197	1617281	miRNA_primary_transcript	1	-	ID=MI0000078;Alias=MI0000078;Name=hsa-mir-22
chr17	1953128	1953452	Chesi, A. et al.	chr17	1953202	1953302	miRNA_primary_transcript	1	-	ID=MI0000449;Alias=MI0000449;Name=hsa-mir-132
chr17	1953452	1955160	Chesi, A. et al.	chr17	1953565	1953674	miRNA_primary_transcript	1	-	ID=MI0000288;Alias=MI0000288;Name=hsa-mir-212
chr17	2595477	2596302	Chesi, A. et al.	chr17	2596155	2596213	miRNA_primary_transcript	1	-	ID=MI0022621;Alias=MI0022621;Name=hsa-mir-6776
chr17	2651440	2651614	Chesi, A. et al.	chr17	2651372	2651476	miRNA_primary_transcript	1	-	ID=MI0006387;Alias=MI0006387;Name=hsa-mir-1253
chr17	4872590	4873258	Chesi, A. et al.	chr17	4872997	4873066	miRNA_primary_transcript	1	-	ID=MI0022711;Alias=MI0022711;Name=hsa-mir-6864
chr17	4873258	4873801	Chesi, A. et al.	chr17	4873381	4873445	miRNA_primary_transcript	1	-	ID=MI0022712;Alias=MI0022712;Name=hsa-mir-6865
chr17	6557637	6558859	Chesi, A. et al.	chr17	6558759	6558828	miRNA_primary_transcript	1	-	ID=MI0016886;Alias=MI0016886;Name=hsa-mir-4520-1
chr17	6557637	6558859	Chesi, A. et al.	chr17	6558768	6558821	miRNA_primary_transcript	1	+	ID=MI0017358;Alias=MI0017358;Name=hsa-mir-4520-2
chr17	6920682	6921562	Chesi, A. et al.	chr17	6920934	6921020	miRNA_primary_transcript	1	-	ID=MI0000489;Alias=MI0000489;Name=hsa-mir-195
chr17	6920682	6921562	Chesi, A. et al.	chr17	6921230	6921341	miRNA_primary_transcript	1	-	ID=MI0003138;Alias=MI0003138;Name=hsa-mir-497
chr17	7126507	7126887	Chesi, A. et al.	chr17	7126616	7126698	miRNA_primary_transcript	1	-	ID=MI0000813;Alias=MI0000813;Name=hsa-mir-324
chr17	7991194	7991541	Chesi, A. et al.	chr17	7991374	7991465	miRNA_primary_transcript	1	+	ID=MI0015846;Alias=MI0015846;Name=hsa-mir-4314
chr17	8047654	8048704	Chesi, A. et al.	chr17	8048312	8048389	miRNA_primary_transcript	1	-	ID=MI0022730;Alias=MI0022730;Name=hsa-mir-6883
chr17	8090039	8090456	Chesi, A. et al.	chr17	8090263	8090322	miRNA_primary_transcript	1	+	ID=MI0016887;Alias=MI0016887;Name=hsa-mir-4521
chr17	11984717	11985490	Chesi, A. et al.	chr17	11985216	11985313	miRNA_primary_transcript	1	+	ID=MI0005559;Alias=MI0005559;Name=hsa-mir-744
chr17	12819939	12820693	Chesi, A. et al.	chr17	12820585	12820659	miRNA_primary_transcript	1	-	ID=MI0016888;Alias=MI0016888;Name=hsa-mir-1269b
chr17	13444346	13446963	miRBase_v22_upstream_2k5	chr17	13446846	13446963	miRNA_primary_transcript	1	-	ID=MI0006413;Alias=MI0006413;Name=hsa-mir-548h-3
chr17	15154791	15155067	Chesi, A. et al.	chr17	15154944	15155013	miRNA_primary_transcript	1	-	ID=MI0017368;Alias=MI0017368;Name=hsa-mir-4731
chr17	16184916	16185336	Chesi, A. et al.	chr17	16185328	16185402	miRNA_primary_transcript	1	+	ID=MI0006432;Alias=MI0006432;Name=hsa-mir-1288
chr17	17716006	17717318	Chesi, A. et al.	chr17	17716794	17716859	miRNA_primary_transcript	1	-	ID=MI0022622;Alias=MI0022622;Name=hsa-mir-6777
chr17	17716006	17717318	Chesi, A. et al.	chr17	17717150	17717245	miRNA_primary_transcript	1	-	ID=MI0003646;Alias=MI0003646;Name=hsa-mir-33b
chr17	18244052	18244730	Chesi, A. et al.	chr17	18244128	18244200	miRNA_primary_transcript	1	-	ID=MI0022623;Alias=MI0022623;Name=hsa-mir-6778
chr17	19246832	19248343	Chesi, A. et al.	chr17	19247819	19247887	miRNA_primary_transcript	1	-	ID=MI0006273;Alias=MI0006273;Name=hsa-mir-1180
chr17	25620606	25620987	Chesi, A. et al.	chr17	25620936	25621022	miRNA_primary_transcript	1	-	ID=MI0016889;Alias=MI0016889;Name=hsa-mir-4522
chr17	26687608	26687760	Chesi, A. et al.	chr17	26687677	26687757	miRNA_primary_transcript	1	+	ID=MI0017359;Alias=MI0017359;Name=hsa-mir-4723
chr17	27188012	27188830	Chesi, A. et al.	chr17	27188387	27188458	miRNA_primary_transcript	1	-	ID=MI0001729;Alias=MI0001729;Name=hsa-mir-451a
chr17	27188012	27188830	Chesi, A. et al.	chr17	27188389	27188456	miRNA_primary_transcript	1	+	ID=MI0017360;Alias=MI0017360;Name=hsa-mir-451b
chr17	27188012	27188830	Chesi, A. et al.	chr17	27188551	27188636	miRNA_primary_transcript	1	-	ID=MI0000460;Alias=MI0000460;Name=hsa-mir-144
chr17	27188012	27188830	Chesi, A. et al.	chr17	27188673	27188748	miRNA_primary_transcript	1	-	ID=MI0017369;Alias=MI0017369;Name=hsa-mir-4732
chr17	27717317	27717927	Chesi, A. et al.	chr17	27717680	27717748	miRNA_primary_transcript	1	+	ID=MI0016890;Alias=MI0016890;Name=hsa-mir-4523
chr17	28443887	28444461	Chesi, A. et al.	chr17	28444097	28444190	miRNA_primary_transcript	1	+	ID=MI0001445;Alias=MI0001445;Name=hsa-mir-423
chr17	28443887	28444461	Chesi, A. et al.	chr17	28444104	28444178	miRNA_primary_transcript	1	-	ID=MI0014226;Alias=MI0014226;Name=hsa-mir-3184
chr17	29420808	29421602	Chesi, A. et al.	chr17	29421368	29421443	miRNA_primary_transcript	1	-	ID=MI0017370;Alias=MI0017370;Name=hsa-mir-4733
chr17	29861518	29862212	Chesi, A. et al.	chr17	29861901	29861989	miRNA_primary_transcript	1	+	ID=MI0017361;Alias=MI0017361;Name=hsa-mir-4724
chr17	29885416	29887064	Chesi, A. et al.	chr17	29887015	29887102	miRNA_primary_transcript	1	+	ID=MI0000487;Alias=MI0000487;Name=hsa-mir-193a
chr17	29901587	29903359	Chesi, A. et al.	chr17	29902288	29902377	miRNA_primary_transcript	1	+	ID=MI0017362;Alias=MI0017362;Name=hsa-mir-4725
chr17	29901587	29903359	Chesi, A. et al.	chr17	29902430	29902540	miRNA_primary_transcript	1	+	ID=MI0000769;Alias=MI0000769;Name=hsa-mir-365b
chr17	30676884	30677569	Chesi, A. et al.	chr17	30677128	30677221	miRNA_primary_transcript	1	+	ID=MI0003647;Alias=MI0003647;Name=hsa-mir-632
chr17	35390732	35392198	Chesi, A. et al.	chr17	35391042	35391110	miRNA_primary_transcript	1	+	ID=MI0013083;Alias=MI0013083;Name=hsa-mir-2909
chr17	35974858	35975187	Chesi, A. et al.	chr17	35974976	35975084	miRNA_primary_transcript	1	-	ID=MI0021273;Alias=MI0021273;Name=hsa-mir-378j
